Date,Open,High,Low,Close,Adj Close,Volume,Date
2021-03-05,99.25,100.25,97.0,99.5999984741211,86.61629486083984,2006700,2021-03-05
2021-03-08,99.5,101.0,99.5,100.25,87.18155670166016,159500,2021-03-08
2021-03-09,100.4000015258789,103.5,100.4000015258789,103.22000122070312,89.764404296875,30200,2021-03-09
2021-03-10,104.01000213623047,105.5,101.0,104.34600067138672,90.74361419677734,64000,2021-03-10
2021-03-11,104.25,105.25,104.25,105.25,91.52976989746094,155900,2021-03-11
2021-03-12,105.25,105.25,105.25,105.25,91.52976989746094,0,2021-03-12
2021-03-15,107.86000061035156,107.86000061035156,106.44000244140625,106.802001953125,92.87945556640625,94200,2021-03-15
2021-03-16,99.01000213623047,106.49600219726562,96.01000213623047,105.52999877929688,91.77327728271484,148500,2021-03-16
2021-03-17,101.33000183105469,104.33000183105469,101.0,102.20999908447266,88.88606262207031,635200,2021-03-17
2021-03-18,101.83000183105469,101.8499984741211,100.69499969482422,100.69499969482422,87.56855010986328,227200,2021-03-18
2021-03-19,99.98999786376953,101.55000305175781,99.62999725341797,101.29000091552734,88.08598327636719,64200,2021-03-19
2021-03-22,103.08999633789062,103.08999633789062,100.30000305175781,100.30000305175781,87.22504425048828,176000,2021-03-22
2021-03-23,100.79000091552734,100.79000091552734,98.87000274658203,100.19000244140625,87.12938690185547,20200,2021-03-23
2021-03-24,100.19000244140625,101.33999633789062,99.51000213623047,99.51000213623047,86.53802490234375,136400,2021-03-24
2021-03-25,99.36000061035156,100.83999633789062,97.91999816894531,100.68000030517578,87.55549621582031,13900,2021-03-25
2021-03-26,100.38999938964844,101.36000061035156,100.33999633789062,101.36000061035156,88.14685821533203,58900,2021-03-26
2021-03-29,101.83000183105469,101.83000183105469,100.0,101.0,87.83380126953125,37000,2021-03-29
2021-03-30,104.19999694824219,105.0,100.98999786376953,103.30000305175781,89.83396911621094,39800,2021-03-30
2021-03-31,102.86000061035156,103.77999877929688,102.86000061035156,103.30000305175781,89.83396911621094,388500,2021-03-31
2021-04-01,102.62000274658203,105.0,102.62000274658203,104.80000305175781,91.13843536376953,87600,2021-04-01
2021-04-05,105.29000091552734,105.29000091552734,104.31700134277344,104.5,90.87753295898438,384700,2021-04-05
2021-04-06,105.08999633789062,106.08999633789062,104.30000305175781,106.08999633789062,92.26026153564453,98500,2021-04-06
2021-04-07,105.41999816894531,105.73999786376953,103.52999877929688,103.68000030517578,90.16444396972656,111200,2021-04-07
2021-04-08,105.19999694824219,105.697998046875,105.19999694824219,105.41000366210938,91.66891479492188,4300,2021-04-08
2021-04-09,104.98999786376953,105.5199966430664,104.38999938964844,105.5199966430664,91.76457214355469,700,2021-04-09
2021-04-12,106.22000122070312,106.22000122070312,105.5,105.5,91.7471694946289,26400,2021-04-12
2021-04-13,106.06999969482422,107.1500015258789,105.2229995727539,107.1500015258789,93.18209075927734,140600,2021-04-13
2021-04-14,107.87000274658203,108.04000091552734,107.36000061035156,107.5199966430664,93.50384521484375,30500,2021-04-14
2021-04-15,108.33000183105469,108.7699966430664,107.86000061035156,108.02999877929688,93.94738006591797,69100,2021-04-15
2021-04-16,108.8499984741211,109.16000366210938,108.20999908447266,108.30999755859375,94.19087219238281,19400,2021-04-16
2021-04-19,108.37000274658203,108.44000244140625,106.9000015258789,107.83000183105469,93.77344512939453,171100,2021-04-19
2021-04-20,107.6500015258789,108.54000091552734,107.19000244140625,107.58000183105469,93.55603790283203,186300,2021-04-20
2021-04-21,107.4000015258789,108.0199966430664,107.4000015258789,108.0,93.9212875366211,2400,2021-04-21
2021-04-22,108.30999755859375,111.76000213623047,107.94000244140625,107.97000122070312,93.89518737792969,215000,2021-04-22
2021-04-23,108.9000015258789,108.9000015258789,108.12000274658203,108.43000030517578,94.29521942138672,60300,2021-04-23
2021-04-26,108.91999816894531,108.91999816894531,107.33000183105469,108.01000213623047,93.92998504638672,34200,2021-04-26
2021-04-27,107.41000366210938,109.5999984741211,106.91999816894531,106.91999816894531,92.9820785522461,4400,2021-04-27
2021-04-28,107.08999633789062,107.87000274658203,107.01000213623047,107.5999984741211,93.57342529296875,153700,2021-04-28
2021-04-29,108.3499984741211,108.47000122070312,107.72000122070312,108.02999877929688,93.94738006591797,81400,2021-04-29
2021-04-30,107.94999694824219,109.1449966430664,107.77999877929688,108.98999786376953,94.7822265625,1144800,2021-04-30
2021-05-03,109.06999969482422,109.06999969482422,106.9000015258789,107.0999984741211,93.13860321044922,95900,2021-05-03
2021-05-04,107.08999633789062,107.08999633789062,105.38999938964844,106.11000061035156,92.27766418457031,22200,2021-05-04
2021-05-05,106.27999877929688,106.27999877929688,105.04000091552734,105.11000061035156,91.40802001953125,22300,2021-05-05
2021-05-06,103.56999969482422,105.11000061035156,100.01000213623047,102.91000366210938,89.49481201171875,148100,2021-05-06
2021-05-07,104.05999755859375,105.43000030517578,101.55999755859375,104.86000061035156,91.19061279296875,90500,2021-05-07
2021-05-10,104.48999786376953,106.30999755859375,104.0999984741211,104.87999725341797,91.20800018310547,12700,2021-05-10
2021-05-11,104.20999908447266,104.87999725341797,102.12999725341797,103.91000366210938,90.36445617675781,39100,2021-05-11
2021-05-12,103.97000122070312,104.55000305175781,101.45999908447266,102.25,88.92085266113281,14500,2021-05-12
2021-05-13,102.2300033569336,102.2300033569336,99.54000091552734,100.87000274658203,88.78178405761719,17800,2021-05-13
2021-05-14,101.97000122070312,104.44000244140625,101.97000122070312,104.44000244140625,91.92395782470703,12200,2021-05-14
2021-05-17,104.0,105.06999969482422,102.72000122070312,103.51000213623047,91.10540008544922,136300,2021-05-17
2021-05-18,103.08000183105469,103.77999877929688,102.87999725341797,103.3499984741211,90.9645767211914,10900,2021-05-18
2021-05-19,102.75,103.70999908447266,101.91999816894531,103.5,91.09660339355469,22400,2021-05-19
2021-05-20,108.01000213623047,108.01000213623047,103.69000244140625,105.30999755859375,92.68968963623047,18400,2021-05-20
