Date,Open,High,Low,Close,Adj Close,Volume,Date
2020-01-02,42.93000030517578,43.0,41.939998626708984,42.7400016784668,40.680076599121094,266700,2020-01-02
2020-01-03,42.04999923706055,42.66999816894531,41.83000183105469,42.56999969482422,40.51826477050781,389600,2020-01-03
2020-01-06,42.040000915527344,42.650001525878906,41.86000061035156,42.439998626708984,40.39453125,242400,2020-01-06
2020-01-07,42.209999084472656,42.36000061035156,41.9900016784668,42.150001525878906,40.11851501464844,210100,2020-01-07
2020-01-08,42.11000061035156,42.83000183105469,42.11000061035156,42.650001525878906,40.59440612792969,306300,2020-01-08
2020-01-09,42.849998474121094,42.939998626708984,42.5,42.720001220703125,40.66104507446289,215100,2020-01-09
2020-01-10,42.61000061035156,42.88999938964844,42.09000015258789,42.20000076293945,40.166099548339844,196700,2020-01-10
2020-01-13,42.2400016784668,42.88999938964844,42.119998931884766,42.81999969482422,40.7562141418457,259500,2020-01-13
2020-01-14,42.61000061035156,42.9900016784668,42.279998779296875,42.709999084472656,40.65151596069336,218900,2020-01-14
2020-01-15,42.470001220703125,42.75,42.11000061035156,42.290000915527344,40.25176239013672,229300,2020-01-15
2020-01-16,42.599998474121094,43.33000183105469,42.599998474121094,43.099998474121094,41.022727966308594,205600,2020-01-16
2020-01-17,43.40999984741211,43.790000915527344,42.91999816894531,43.529998779296875,41.432003021240234,319000,2020-01-17
2020-01-21,43.2599983215332,43.63999938964844,42.689998626708984,42.88999938964844,40.82284927368164,267400,2020-01-21
2020-01-22,43.029998779296875,43.130001068115234,42.41999816894531,42.90999984741211,40.84187698364258,200400,2020-01-22
2020-01-23,42.88999938964844,42.93000030517578,42.36000061035156,42.83000183105469,40.7657356262207,397600,2020-01-23
2020-01-24,43.209999084472656,43.310001373291016,40.91999816894531,41.59000015258789,39.58550262451172,669900,2020-01-24
2020-01-27,40.599998474121094,41.11000061035156,40.099998474121094,40.56999969482422,38.61465835571289,524400,2020-01-27
