Date,Open,High,Low,Close,Adj Close,Volume,Date
2020-01-02,7.5,7.980000019073486,7.320000171661377,7.829999923706055,7.829999923706055,140200,2020-01-02
2020-01-03,7.75,7.75,7.309999942779541,7.349999904632568,7.349999904632568,101900,2020-01-03
2020-01-06,7.440000057220459,7.730000019073486,7.340000152587891,7.550000190734863,7.550000190734863,61000,2020-01-06
2020-01-07,7.800000190734863,8.130000114440918,7.75,8.0,8.0,76200,2020-01-07
2020-01-08,8.0,8.0,7.699999809265137,7.75,7.75,42200,2020-01-08
2020-01-09,8.0,8.0,7.840000152587891,7.920000076293945,7.920000076293945,28900,2020-01-09
2020-01-10,8.0,8.09000015258789,7.860000133514404,7.96999979019165,7.96999979019165,63500,2020-01-10
2020-01-13,8.15999984741211,8.15999984741211,7.940000057220459,8.010000228881836,8.010000228881836,39800,2020-01-13
2020-01-14,8.100000381469727,8.100000381469727,7.940000057220459,7.96999979019165,7.96999979019165,48000,2020-01-14
2020-01-15,8.319999694824219,8.34000015258789,8.109999656677246,8.34000015258789,8.34000015258789,118800,2020-01-15
2020-01-16,8.279999732971191,8.399999618530273,8.239999771118164,8.3100004196167,8.3100004196167,48300,2020-01-16
2020-01-17,8.4399995803833,10.390000343322754,8.4399995803833,9.390000343322754,9.390000343322754,403100,2020-01-17
2020-01-21,9.800000190734863,10.199999809265137,9.489999771118164,9.5600004196167,9.5600004196167,275000,2020-01-21
2020-01-22,9.800000190734863,10.210000038146973,9.770000457763672,9.989999771118164,9.989999771118164,130700,2020-01-22
2020-01-23,10.329999923706055,10.609999656677246,10.0,10.569999694824219,10.569999694824219,172900,2020-01-23
2020-01-24,10.880000114440918,10.880000114440918,10.5,10.630000114440918,10.630000114440918,149300,2020-01-24
2020-01-27,10.289999961853027,10.34000015258789,10.010000228881836,10.149999618530273,10.149999618530273,133300,2020-01-27
2020-01-28,10.109999656677246,10.109999656677246,9.609999656677246,9.729999542236328,9.729999542236328,180000,2020-01-28
2020-01-29,9.75,10.180000305175781,9.75,10.010000228881836,10.010000228881836,87800,2020-01-29
2020-01-30,10.0,10.0,9.579999923706055,9.800000190734863,9.800000190734863,101700,2020-01-30
2020-01-31,9.890000343322754,9.9399995803833,9.520000457763672,9.59000015258789,9.59000015258789,50100,2020-01-31
2020-02-03,9.59000015258789,9.829999923706055,9.100000381469727,9.729999542236328,9.729999542236328,112400,2020-02-03
2020-02-04,9.960000038146973,10.0,9.75,9.829999923706055,9.829999923706055,51100,2020-02-04
2020-02-05,10.079999923706055,10.140000343322754,9.829999923706055,9.899999618530273,9.899999618530273,113300,2020-02-05
2020-02-06,10.149999618530273,10.149999618530273,9.859999656677246,10.0,10.0,46800,2020-02-06
2020-02-07,10.0,10.0,9.5600004196167,9.579999923706055,9.579999923706055,61300,2020-02-07
2020-02-10,9.579999923706055,9.770000457763672,9.579999923706055,9.720000267028809,9.720000267028809,17100,2020-02-10
2020-02-11,9.789999961853027,9.789999961853027,9.399999618530273,9.510000228881836,9.510000228881836,47800,2020-02-11
2020-02-12,9.5,9.819999694824219,9.5,9.630000114440918,9.630000114440918,21900,2020-02-12
2020-02-13,9.609999656677246,9.75,9.5,9.579999923706055,9.579999923706055,17100,2020-02-13
2020-02-14,9.579999923706055,9.609999656677246,9.5,9.510000228881836,9.510000228881836,15300,2020-02-14
2020-02-18,9.479999542236328,9.479999542236328,9.100000381469727,9.220000267028809,9.220000267028809,123200,2020-02-18
2020-02-19,9.140000343322754,9.420000076293945,9.140000343322754,9.34000015258789,9.34000015258789,56800,2020-02-19
2020-02-20,9.460000038146973,9.460000038146973,9.220000267028809,9.34000015258789,9.34000015258789,28600,2020-02-20
2020-02-21,9.390000343322754,9.390000343322754,9.15999984741211,9.239999771118164,9.239999771118164,37800,2020-02-21
2020-02-24,9.039999961853027,9.039999961853027,8.140000343322754,8.449999809265137,8.449999809265137,147500,2020-02-24
2020-02-25,8.359999656677246,8.579999923706055,8.279999732971191,8.289999961853027,8.289999961853027,121700,2020-02-25
2020-02-26,8.199999809265137,8.3100004196167,8.0,8.239999771118164,8.239999771118164,154800,2020-02-26
2020-02-27,7.630000114440918,8.529999732971191,7.599999904632568,8.0,8.0,189200,2020-02-27
2020-02-28,7.570000171661377,7.570000171661377,6.869999885559082,7.099999904632568,7.099999904632568,165900,2020-02-28
2020-03-02,7.449999809265137,7.860000133514404,7.369999885559082,7.75,7.75,103400,2020-03-02
2020-03-03,7.840000152587891,7.900000095367432,7.639999866485596,7.710000038146973,7.710000038146973,49300,2020-03-03
2020-03-04,7.760000228881836,7.889999866485596,7.71999979019165,7.739999771118164,7.739999771118164,71700,2020-03-04
2020-03-05,7.699999809265137,7.699999809265137,7.070000171661377,7.159999847412109,7.159999847412109,78000,2020-03-05
2020-03-06,7.0,7.0,6.75,6.880000114440918,6.880000114440918,136700,2020-03-06
2020-03-09,6.75,6.760000228881836,6.150000095367432,6.150000095367432,6.150000095367432,185100,2020-03-09
2020-03-10,8.039999961853027,8.15999984741211,7.0,7.449999809265137,7.449999809265137,337100,2020-03-10
2020-03-11,6.199999809265137,6.389999866485596,5.96999979019165,6.03000020980835,6.03000020980835,237700,2020-03-11
2020-03-12,5.199999809265137,5.199999809265137,4.599999904632568,4.789999961853027,4.789999961853027,324700,2020-03-12
2020-03-13,5.090000152587891,5.800000190734863,5.0,5.25,5.25,236900,2020-03-13
2020-03-16,5.150000095367432,5.150000095367432,4.110000133514404,4.400000095367432,4.400000095367432,261400,2020-03-16
2020-03-17,4.050000190734863,4.150000095367432,3.859999895095825,4.039999961853027,4.039999961853027,321600,2020-03-17
2020-03-18,3.9600000381469727,5.460000038146973,3.9000000953674316,4.420000076293945,4.420000076293945,569200,2020-03-18
